Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,PerimeterAreaRatio,Factor1,Factor2,Factor3,Class
60413,977.491,390.7232106,199.2938491,1.960538232,0.860136444,61469,277.3449488,0.765050781,0.982820609,0.794538108,0.709824605,0.006467535,0.001012798,0.50385097,0.987819091,0.016180143,0.11335,-1.22878,-0.94665,HOROZ
51487,909.858,377.6142924,174.9837576,2.157996249,0.886152967,52007,256.0376622,0.762487967,0.990001346,0.781556205,0.678040178,0.007334168,0.000956208,0.459738483,0.992113922,0.017671606,-0.24965,-2.04301,0.62682,HOROZ
26774,614.863,221.0906139,154.5715208,1.430345078,0.71499263,27178,184.6340044,0.734903382,0.985135036,0.889951632,0.835105576,0.008257661,0.002477435,0.697401322,0.997524549,0.022964929,-1.18416,0.44211,-0.39981,DERMASON
37681,703.836,248.2210556,193.6317498,1.28192332,0.625682454,38044,219.036388,0.75443479,0.990458417,0.95584909,0.88242469,0.006587433,0.002463806,0.778673334,0.998199505,0.018678804,-0.30166,1.2656,0.40008,SEKER
69448,993.332,374.9551683,236.5010886,1.585426818,0.77599019,70025,297.3616315,0.783227509,0.991760086,0.884465209,0.793059162,0.005399078,0.001317412,0.628942834,0.997142837,0.014303248,0.87563,-0.14258,1.13477,BARBUNYA
49825,907.244,368.70454,173.375271,2.126627044,0.882544867,50720,251.871317,0.747460958,0.982354101,0.760692198,0.683125076,0.007399991,0.000994058,0.46665987,0.992411499,0.01820861,-0.42196,-1.83428,-0.52835,HOROZ
35873,702.091,263.6200054,173.4729962,1.519660185,0.752981356,36216,213.7169207,0.734650829,0.990529048,0.914514824,0.810700692,0.007348703,0.00195809,0.657235611,0.99877479,0.019571572,-0.61796,-0.03103,0.79811,DERMASON
33710,686.098,257.2982232,167.3956696,1.537066185,0.7594291,34112,207.1736109,0.690891949,0.988215291,0.899904264,0.805188658,0.007632697,0.001979012,0.648328774,0.996524235,0.020352952,-0.85262,-0.11942,0.12376,DERMASON
80835,1097.451,430.5582883,242.4881483,1.775584874,0.826324224,82824,320.8150847,0.774815965,0.975985222,0.843410551,0.745114177,0.005326384,0.001012753,0.555195137,0.985796088,0.013576433,0.88233,-0.31474,-2.05471,CALI
44724,765.1,266.5169539,213.9523996,1.245683406,0.596285842,45054,238.6301854,0.808810764,0.992675456,0.960094759,0.895365874,0.005959148,0.002362469,0.801680049,0.998639534,0.017107146,0.18429,1.53473,0.83236,SEKER
76759,1151.651,400.5433691,245.1387976,1.63394523,0.790845676,78379,312.6221269,0.723118229,0.979331198,0.727272882,0.780495075,0.005218194,0.001194485,0.609172562,0.995354602,0.015003465,0.88301,-0.27895,-1.2276,BARBUNYA
40669,796.464,321.7839798,162.7094508,1.977660045,0.862739834,41539,227.555222,0.625436371,0.979055827,0.805640067,0.707167654,0.007912267,0.001220591,0.50008609,0.98900028,0.019584057,-1.00547,-1.48698,-1.678,HOROZ
44636,804.705,298.6466784,190.8482201,1.564838688,0.769170591,45153,238.3953026,0.697350331,0.988550041,0.866207088,0.798251981,0.006690713,0.001675761,0.637206225,0.997124953,0.018028161,-0.28695,-0.23252,0.27747,SIRA
29097,632.194,239.178088,155.3212912,1.539892478,0.760450425,29384,192.4771442,0.695617873,0.99023278,0.914865686,0.804744054,0.008220026,0.002126591,0.647612993,0.997254376,0.02172712,-1.09761,-0.1877,0.50027,DERMASON
51950,901.138,362.6485636,186.4283434,1.945243716,0.857745597,53086,257.1863028,0.634310134,0.978600761,0.803919954,0.709188809,0.006980723,0.00108925,0.502948766,0.978357927,0.017346256,-0.51374,-1.19551,-2.84295,HOROZ
30486,649.25,238.217906,163.3997689,1.457883984,0.727671644,30819,197.0177169,0.804719671,0.989194977,0.908837823,0.827048311,0.00781401,0.002255159,0.684008909,0.997205634,0.021296661,-0.82557,0.35842,0.40293,DERMASON
55103,904.195,335.2377689,211.0529578,1.588405926,0.776950254,55750,264.8760439,0.690946708,0.988394619,0.846956111,0.790113968,0.006083839,0.001462569,0.624280083,0.991610183,0.016409179,0.11939,-0.25656,-0.29755,HOROZ
44459,783.979,295.5516022,192.0185757,1.539182348,0.760194466,44918,237.9221657,0.799982006,0.989781379,0.908993326,0.805010577,0.006647734,0.001722105,0.648042028,0.997454851,0.017633752,-0.13041,0.04722,0.75981,SIRA
49543,834.902,313.9371228,201.1678157,1.560573304,0.767716084,50007,251.1575338,0.703735795,0.990721299,0.893143336,0.800024959,0.00633666,0.001601232,0.640039935,0.998829236,0.016852068,-0.01072,-0.21722,0.87882,SIRA
75622,1056.956,418.3860506,230.7793963,1.812926359,0.834112483,76182,310.2981161,0.710405922,0.992649182,0.850636877,0.741655023,0.005532597,0.001032563,0.550052173,0.997204084,0.013976832,0.87926,-1.08045,1.39016,CALI
26103,586.2,200.7781655,165.6640254,1.211959959,0.564972452,26413,182.3057098,0.773766118,0.988263355,0.95457193,0.907995695,0.007691766,0.003225084,0.824456181,0.99920788,0.022457189,-0.92805,1.76282,-0.06355,DERMASON
31233,658.151,245.8577871,161.9555092,1.518057572,0.752373687,31575,199.4168767,0.72763489,0.989168646,0.906092372,0.811106612,0.007871731,0.002101657,0.657893936,0.998720871,0.021072295,-0.91242,-0.03598,0.52611,DERMASON
42820,750.13,265.1422695,206.3057277,1.285191024,0.6281473,43166,233.4954332,0.802774653,0.991984432,0.956276444,0.880642055,0.006192019,0.002297258,0.77553043,0.996704747,0.017518216,0.02624,1.30807,0.59337,SEKER
39892,739.238,272.1477553,187.4275888,1.452015454,0.72504841,40287,225.3709651,0.798638639,0.990195348,0.917333191,0.828119875,0.006822114,0.001979117,0.685782527,0.995766827,0.018530984,-0.29738,0.42189,0.46448,DERMASON
39573,719.251,245.3796561,205.8101582,1.192262123,0.544529434,39935,224.4680568,0.779732818,0.99093527,0.961275537,0.914778594,0.006200684,0.002678449,0.836819876,0.997708641,0.018175296,-0.07915,1.89447,0.24595,SEKER
36839,693.645,239.6661238,195.8726639,1.223581275,0.576250607,37173,216.5753254,0.793772894,0.991014984,0.962150869,0.903654309,0.006505772,0.002676011,0.81659111,0.999165591,0.018829094,-0.22728,1.67645,0.51101,SEKER
38216,720.979,269.4453393,181.1652866,1.487290111,0.740220878,38640,220.5858618,0.786434539,0.989026915,0.923867866,0.818666459,0.00705059,0.001953589,0.670214771,0.996803801,0.018865894,-0.43461,0.26708,0.4647,SIRA
241322,1895.94,726.3734932,427.3701205,1.699635652,0.80859809,244319,554.3110259,0.820823129,0.98773325,0.843640852,0.763121219,0.003009976,0.000629676,0.582353996,0.989789613,0.007856474,5.39003,0.08823,0.77442,BOMBAY
70286,1025.449,388.3760551,232.4166013,1.671034053,0.801173714,71633,299.1503211,0.775578213,0.981195818,0.839944441,0.770259436,0.005525653,0.001199807,0.593299599,0.991423833,0.014589662,0.67365,-0.20099,-0.94649,CALI
89817,1219.789,421.6890333,271.8926923,1.550939195,0.764376131,91438,338.1694194,0.796610169,0.982272141,0.7585758,0.801940275,0.00469498,0.001197793,0.643108205,0.997421721,0.013580825,1.51955,0.13604,-0.42378,BARBUNYA
36930,722.957,265.8682106,177.827434,1.495091082,0.743392376,37447,216.8426535,0.711026396,0.986193821,0.887900371,0.815602035,0.007199248,0.001965079,0.665206679,0.994544573,0.019576415,-0.65604,0.15927,-0.41463,SIRA
40350,739.414,271.152412,189.7138297,1.429270668,0.71447836,40740,226.6610148,0.775484317,0.990427099,0.927423432,0.835917383,0.00672001,0.002023966,0.698757872,0.99871413,0.018325006,-0.26245,0.47686,0.75821,DERMASON
43914,790.779,292.9425776,192.0286374,1.525515056,0.755181017,44550,236.4593863,0.699211846,0.985723906,0.882475397,0.807186815,0.006670824,0.00174685,0.651550555,0.993950182,0.018007446,-0.34744,0.05517,-0.47521,SIRA
50278,882.9,361.958692,178.6243331,2.026368332,0.869749372,50965,253.0137108,0.757609547,0.986520161,0.810522031,0.699012667,0.007199147,0.001060232,0.488618709,0.990121479,0.017560364,-0.30158,-1.56595,-0.1427,HOROZ
27815,625.665,235.4277129,150.6423758,1.562825278,0.76848584,28153,188.1891547,0.743279354,0.987994175,0.8929049,0.799350053,0.008464056,0.002131603,0.638960507,0.998583632,0.022493798,-1.16099,-0.21011,0.39023,DERMASON
38798,734.84,272.0439346,182.1495701,1.493519499,0.742758526,39268,222.2591907,0.740391588,0.988030967,0.902887469,0.816997413,0.007011803,0.001927047,0.667484773,0.996901523,0.018940152,-0.4794,0.16956,0.20422,DERMASON
33518,702.956,277.5713992,154.3055806,1.798842259,0.831240405,34023,206.5827753,0.808383378,0.9851571,0.852376909,0.744250942,0.008281264,0.001567307,0.553909465,0.996395753,0.020972492,-0.93696,-0.89959,0.17312,HOROZ
49139,837.903,322.1463757,195.1041848,1.651150518,0.795740061,49562,250.1314014,0.71551925,0.991465235,0.87952601,0.776452633,0.006555819,0.001469828,0.602878691,0.995443462,0.01705169,-0.08829,-0.55164,0.74046,SIRA
29958,659.487,241.8081891,158.9226565,1.521546358,0.753693462,30426,195.3041481,0.766091293,0.984618418,0.865585958,0.807682109,0.008071573,0.002118848,0.652350389,0.992581359,0.022013719,-1.04806,0.11405,-0.81252,DERMASON
36629,686.542,231.346432,201.7064969,1.146945862,0.489718272,36913,215.9571515,0.78407826,0.992306234,0.976563987,0.933479499,0.006315936,0.002958262,0.871383975,0.999430245,0.018743127,-0.14877,2.21201,0.5005,SEKER
32861,672.026,253.0593984,165.6822772,1.527377597,0.755874141,33210,204.5480987,0.806404908,0.989491117,0.914362672,0.808300739,0.007700904,0.002027745,0.653350084,0.997912282,0.020450564,-0.72441,0.05898,0.6884,DERMASON
74553,1068.695,363.2833119,261.7500136,1.387901788,0.693442389,75840,308.0971077,0.732527634,0.983030063,0.82029003,0.848090451,0.004872819,0.001554994,0.719257413,0.998258649,0.014334701,1.04808,0.77365,-0.55984,BARBUNYA
84331,1113.655,434.3328911,249.7984705,1.738733188,0.818061066,85972,327.6790565,0.750937213,0.98091239,0.854467939,0.754442187,0.005150335,0.001029246,0.569183014,0.989657397,0.013205761,1.07815,-0.36826,-1.00222,CALI
28705,630.683,239.0595552,153.2405628,1.560027912,0.767529043,29031,191.1762044,0.814326241,0.988770625,0.906870272,0.799701163,0.00832815,0.002101064,0.639521951,0.997672093,0.02197119,-1.00661,-0.08053,0.57873,DERMASON
69354,1088.995,373.5001394,237.3093375,1.573895673,0.772211035,70740,297.1603193,0.758464567,0.980407125,0.7349023,0.795609661,0.005385416,0.001331065,0.632994733,0.996267671,0.015701978,0.71582,-0.05438,-1.02989,BARBUNYA
55608,918.716,348.4501558,205.4062325,1.696395243,0.807779129,56288,266.0870245,0.759495746,0.987919272,0.827912767,0.763630092,0.006266188,0.001314363,0.583130917,0.989220515,0.016521292,0.13409,-0.5398,-0.37776,CALI
24804,592.071,226.1977418,140.3521638,1.611644136,0.784218811,25093,177.7116588,0.741724231,0.988482844,0.889168374,0.78564736,0.009119406,0.002143172,0.617241775,0.994774087,0.023869981,-1.42858,-0.41073,0.08883,DERMASON
36957,696.21,245.4100255,191.9958468,1.278204865,0.622842561,37260,216.9219073,0.76795362,0.991867955,0.958133577,0.883916241,0.006640421,0.002500459,0.781307921,0.998671586,0.01883838,-0.29864,1.2682,0.66208,SEKER
42238,765.308,283.3113131,190.644562,1.486070781,0.739719397,42778,231.9031951,0.727614126,0.987376689,0.906234734,0.818545481,0.006707498,0.001857426,0.670016705,0.995692247,0.018118945,-0.33134,0.23297,-0.01857,SIRA
46258,796.091,291.7855417,202.4141293,1.441527539,0.720255807,46750,242.688102,0.716201152,0.989475936,0.917215294,0.831734501,0.006307786,0.001862068,0.691782281,0.997223209,0.017209802,-0.08189,0.38176,0.39135,SIRA
39276,720.452,260.4767598,192.2367397,1.354979075,0.674780175,39597,223.6241408,0.745699639,0.991893325,0.950882846,0.858518591,0.006631957,0.00222239,0.737054171,0.998692979,0.018343314,-0.27315,0.79869,0.80558,SEKER
25603,591.657,224.5774511,145.8854859,1.539409144,0.76027626,25993,180.551245,0.825078148,0.98499596,0.91909564,0.80395981,0.008771529,0.002260437,0.646351377,0.99499922,0.023108893,-1.25437,0.14139,-0.23644,DERMASON
40970,762.238,293.3539402,178.6385746,1.642164582,0.793206796,41480,228.3957621,0.74049306,0.987704918,0.886124279,0.778567221,0.007160213,0.001622894,0.606166918,0.995425844,0.018604784,-0.48797,-0.41731,0.21701,DERMASON
72725,1017.952,399.7244428,232.6229912,1.718335926,0.813218567,73168,304.296477,0.746540609,0.993945441,0.881939906,0.761265623,0.005496383,0.00113868,0.579525349,0.995819226,0.013997277,0.88244,-0.70656,1.43515,CALI
57817,952.871,393.3447524,187.8909932,2.093473166,0.878536568,58459,271.320642,0.811751492,0.989017944,0.800197514,0.689778217,0.006803272,0.000950026,0.475793989,0.996061948,0.01648081,0.1277,-1.76609,1.03748,HOROZ
30440,640.64,230.0348431,168.9100454,1.361877812,0.678846443,30761,196.8690218,0.812513346,0.989564709,0.932022527,0.855822619,0.007556992,0.002500713,0.732432355,0.997483372,0.021045992,-0.73169,0.86777,0.36663,DERMASON
35127,740.865,271.4339565,165.6570679,1.638529282,0.792167756,35752,211.4830619,0.787795196,0.982518461,0.804216109,0.779132665,0.007727217,0.001756502,0.60704771,0.994665448,0.021091041,-0.81185,-0.34812,-0.77916,DERMASON
41641,761.973,281.0476122,189.9692329,1.479437528,0.73696348,42155,230.2584806,0.773019232,0.987806903,0.901263637,0.819286379,0.0067493,0.001875778,0.671230171,0.993043105,0.018298624,-0.3111,0.33298,-0.18921,DERMASON
33167,669.671,245.3668123,172.542499,1.422065947,0.710989852,33555,205.4982627,0.79818545,0.988436895,0.92937946,0.837514498,0.00739792,0.002245219,0.701430535,0.997480478,0.020190883,-0.65078,0.57854,0.32782,DERMASON
36496,698.972,218.3369555,213.0391831,1.024867596,0.218951263,36927,215.5647244,0.771487761,0.988328323,0.938718927,0.987302969,0.00598249,0.003506417,0.974767153,0.999007269,0.019152017,-0.0532,3.52397,-0.77968,SEKER
61261,1006.386,423.6661676,185.4672365,2.284318112,0.899088263,62120,279.2846715,0.628859736,0.986171925,0.760089569,0.659209285,0.006915757,0.000805588,0.434556882,0.992666156,0.016427842,-0.1045,-2.4249,0.02722,HOROZ
171994,1534.393,568.3886482,387.3556881,1.467355884,0.731820039,173315,467.9632061,0.783425419,0.99237804,0.918015352,0.823315539,0.0033047,0.00093665,0.677848476,0.99464495,0.008921201,3.94268,0.69756,1.3906,BOMBAY
77106,1078.866,424.4677072,233.2611548,1.819710219,0.835468692,78310,313.3279565,0.740563591,0.984625208,0.832459329,0.73816677,0.005504989,0.001008217,0.544890181,0.99154223,0.013991985,0.83035,-0.81376,-0.30512,CALI
66926,1043.841,429.1510473,199.4556918,2.151610934,0.885432475,67662,291.9123666,0.812524281,0.989122403,0.771855549,0.680208911,0.006412322,0.000846768,0.462684163,0.995516304,0.015596943,0.46344,-1.90665,1.0274,HOROZ
75211,1051.329,412.3684827,234.5706002,1.757971725,0.822450032,76192,309.4537436,0.750668716,0.987124633,0.855094157,0.750430153,0.005482821,0.001072568,0.563145415,0.989993716,0.013978394,0.83171,-0.62599,-0.13495,CALI
47728,863.9,349.6567152,174.1742676,2.007510754,0.867102741,48248,246.5140503,0.780481423,0.989222351,0.803630021,0.705017349,0.007326029,0.001116471,0.497049462,0.99783214,0.018100486,-0.29482,-1.65729,1.04849,HOROZ
45084,763.811,261.1382038,219.9778723,1.187111235,0.538882343,45425,239.5886718,0.773098292,0.992493121,0.97109225,0.91747844,0.005792259,0.002531694,0.841766687,0.999270692,0.016941953,0.21931,1.8956,0.67462,SEKER
94276,1160.889,445.5841934,271.7865438,1.639463776,0.792435643,95109,346.46202,0.82720014,0.991241628,0.87908247,0.77754558,0.00472638,0.001065643,0.604577129,0.991182303,0.012313728,1.69636,-0.12772,0.71606,CALI
34850,674.295,230.4335815,192.7521882,1.195491391,0.548003376,35119,210.6475685,0.7725046,0.992340329,0.96319178,0.914135723,0.006612154,0.002848167,0.835644119,0.99900535,0.019348494,-0.31791,1.80529,0.53843,SEKER
42980,770.916,284.5934234,192.7101153,1.47679546,0.735852515,43434,233.9312626,0.714998669,0.989547359,0.908787106,0.821984077,0.006621531,0.001864626,0.675657824,0.997808407,0.017936622,-0.26209,0.18639,0.48028,SIRA
39257,723.526,255.0806668,196.2999924,1.299443081,0.638573971,39588,223.5700445,0.760455611,0.99163888,0.942364002,0.87646801,0.006497712,0.00236529,0.768196173,0.998227202,0.018430496,-0.21348,1.12591,0.59416,SEKER
49574,888.851,362.9479577,174.2002293,2.083510217,0.877290784,50172,251.2360985,0.616714769,0.988081001,0.788507622,0.692209704,0.007321337,0.001036862,0.479154275,0.998322828,0.017929782,-0.46462,-2.08378,0.6837,HOROZ
27797,613.276,223.8411244,158.6793154,1.410650934,0.705316447,28106,188.1282531,0.754410248,0.989005906,0.928743639,0.840454379,0.008052708,0.002478439,0.706363563,0.996432419,0.022062669,-1.02861,0.54051,0.13669,DERMASON
20420,524.932,183.601165,141.8862155,1.294002834,0.634654708,20684,161.2437642,0.790186518,0.987236511,0.931235461,0.878228437,0.008991242,0.003299358,0.771285188,0.99804522,0.025706758,-1.44695,1.23862,-0.20704,DERMASON
42715,756.895,257.0854586,211.9778321,1.212794074,0.565800332,43190,233.2089774,0.77803683,0.989002084,0.93695558,0.907126287,0.006018622,0.002513899,0.8228781,0.997981684,0.017719654,0.03007,1.76742,0.02108,SEKER
90494,1208.656,427.6731339,270.2006607,1.582798254,0.775137594,92071,339.441511,0.686288488,0.982871914,0.778438352,0.793693791,0.004725983,0.001156868,0.629949834,0.997083497,0.0133562,1.38349,-0.12828,-0.47429,BARBUNYA
40127,738.726,276.1258064,185.5911693,1.487817591,0.740437331,40512,226.0338099,0.75409682,0.990496643,0.924016628,0.818589949,0.006881297,0.001905968,0.670089505,0.996970953,0.018409699,-0.3564,0.18783,0.6395,DERMASON
33988,684.781,253.5804923,170.9913232,1.483002106,0.738450329,34379,208.0261177,0.763775281,0.988626778,0.910818975,0.820355366,0.007460883,0.002084386,0.672982927,0.998035098,0.020147729,-0.68938,0.21191,0.41895,DERMASON
48166,866.522,345.0454141,181.6135031,1.899888545,0.850270068,49256,247.6425971,0.750015571,0.977870716,0.806104338,0.717710154,0.007163672,0.001172497,0.515107865,0.978647531,0.017990325,-0.52285,-0.89993,-2.76369,HOROZ
50788,860.561,328.2620203,198.4611043,1.654037054,0.796543381,51397,254.2937081,0.762296435,0.988151059,0.861802311,0.774666859,0.006463378,0.001435817,0.600108742,0.992602096,0.01694418,-0.01891,-0.399,0.02989,SIRA
27117,608.494,229.2682079,150.8614367,1.519727062,0.753006662,27421,185.8129079,0.801969657,0.988913606,0.920320094,0.810460855,0.008454778,0.002250143,0.656846798,0.998227854,0.022439577,-1.09089,0.07257,0.58908,DERMASON
38642,723.426,236.4650119,208.2948544,1.135241735,0.473358895,39103,221.8119079,0.767010719,0.988210623,0.927857395,0.938032676,0.006119378,0.00292253,0.879905301,0.998905221,0.018721236,-0.10851,2.32499,-0.31882,SEKER
61978,1036.289,354.0364832,223.5834024,1.583464959,0.775354336,63295,280.9142939,0.774453941,0.979192669,0.725246506,0.793461429,0.005712293,0.001396669,0.629581039,0.996919515,0.016720272,0.43527,-0.0859,-1.15499,BARBUNYA
29987,647.979,248.8178135,153.6975582,1.618879417,0.786405006,30330,195.3986546,0.73497549,0.988691065,0.897472234,0.785308141,0.008297523,0.001946653,0.616708877,0.998377307,0.021608664,-1.06262,-0.44022,0.57337,DERMASON
30774,651.553,247.0166735,159.0241637,1.55332792,0.765211417,31142,197.9461385,0.734550662,0.988183161,0.91094953,0.801347276,0.008026798,0.002041762,0.642157457,0.997481108,0.021172191,-0.97854,-0.13286,0.34265,DERMASON
36974,725.166,274.5400328,172.4371117,1.592116859,0.77813699,37423,216.9717929,0.6926175,0.988002031,0.883550615,0.790310217,0.007425219,0.001786814,0.624590239,0.99442065,0.019612863,-0.72503,-0.31937,-0.0585,DERMASON
53256,900.495,358.4249512,191.0051743,1.876519589,0.846177316,53850,260.3990115,0.812175929,0.988969359,0.825307509,0.726509164,0.006730227,0.001156575,0.527815565,0.990456247,0.016908799,0.01279,-1.09376,0.21995,HOROZ
40448,747.503,282.4991849,182.8734254,1.544779862,0.762200156,40849,226.9360992,0.705160391,0.990183358,0.90966406,0.803315943,0.006984256,0.001794095,0.645316505,0.996871941,0.018480592,-0.4485,-0.13547,0.55369,DERMASON
57737,942.475,382.1272226,194.3005874,1.966680738,0.861079151,58667,271.132867,0.779229368,0.984147817,0.816816309,0.709535597,0.006618411,0.001034738,0.503440763,0.990107252,0.016323588,0.04819,-1.26352,-0.43324,HOROZ
28461,647.686,222.0829234,163.4388534,1.358813518,0.677050937,29044,190.3619465,0.749723408,0.979927007,0.852571871,0.857166069,0.007803061,0.002598392,0.734733671,0.998366044,0.022756966,-1.0575,0.90678,-1.24595,DERMASON
45892,797.616,296.2967331,198.0582728,1.496007861,0.74376096,46376,241.7261037,0.807588076,0.989563567,0.906481895,0.815824397,0.006456392,0.001764235,0.665569447,0.995697125,0.017380284,-0.03574,0.26589,0.48153,SIRA
36269,713.039,264.0500653,175.1964004,1.507166041,0.74817903,36751,214.8932876,0.77770392,0.986884711,0.896435149,0.813835389,0.007280324,0.001970048,0.66232804,0.998238331,0.019659737,-0.58459,0.15879,0.24776,DERMASON
36287,707.487,266.8533263,173.7133929,1.536170135,0.759103833,36629,214.9466058,0.700994881,0.990663136,0.911011796,0.805485953,0.007353965,0.00190956,0.64880762,0.99667889,0.019496982,-0.66154,-0.13517,0.54856,DERMASON
27460,619.329,235.5165158,148.8726706,1.581999671,0.774877538,27790,186.9843788,0.780490578,0.988125225,0.89963753,0.79393319,0.008576712,0.002102018,0.630329911,0.997181711,0.02255386,-1.1595,-0.21647,0.37777,DERMASON
48500,861.497,328.6223486,189.6568929,1.732720301,0.816654275,49363,248.4997342,0.651067886,0.98251727,0.821190778,0.75618635,0.006775719,0.001366628,0.571817796,0.990800303,0.017762825,-0.3935,-0.74195,-1.17321,SIRA
26956,607.337,229.4683068,149.91654,1.53064036,0.757080733,27315,185.2604792,0.802261905,0.986857038,0.918344928,0.807346696,0.008512699,0.002230937,0.651808687,0.997684684,0.02253068,-1.14002,0.07992,0.26008,DERMASON
36521,730.156,278.2900716,168.3759448,1.652789964,0.796196933,36941,215.6385434,0.7749321,0.988630519,0.86083756,0.774869697,0.007620001,0.001694531,0.600423047,0.992373186,0.019992771,-0.69517,-0.46153,-0.00931,DERMASON
35781,688.213,240.1784495,189.8509594,1.265089469,0.612516338,36108,213.4426952,0.775706202,0.990943835,0.949328664,0.888683792,0.006712458,0.00258256,0.789758882,0.999115645,0.019234035,-0.35012,1.36277,0.52733,SEKER
41454,740.397,264.3767519,199.850382,1.322873388,0.654652174,41778,229.7408803,0.78842862,0.992244722,0.950269973,0.868990479,0.006377593,0.002243348,0.755144453,0.9989605,0.017860689,-0.07556,1.03005,0.90682,SEKER
73569,1080.363,374.9920482,250.6295428,1.496200504,0.743838301,74768,306.057119,0.695096372,0.983963728,0.792073188,0.816169624,0.005097148,0.001395175,0.666132855,0.996668313,0.01468503,0.88623,0.17321,-0.55631,BARBUNYA
50954,865.763,330.155474,198.4615253,1.663574204,0.799162267,51704,254.7089472,0.733805697,0.985494352,0.854260064,0.771481824,0.006479481,0.001415868,0.595184204,0.990133089,0.01699107,-0.10301,-0.39167,-0.66371,CALI
38348,739.888,281.1918534,174.7548996,1.609064204,0.783430631,38760,220.9664908,0.814943897,0.989370485,0.880279555,0.785821097,0.007332634,0.001724783,0.617514797,0.993620955,0.019294044,-0.49867,-0.23218,0.30574,SIRA
23781,568.264,209.0400675,145.2022169,1.439647905,0.719382371,24101,174.0083608,0.718698057,0.986722543,0.925421721,0.832416306,0.008790214,0.002603404,0.692916906,0.997556373,0.023895715,-1.40277,0.36857,-0.11451,DERMASON
