Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,PerimeterAreaRatio,Factor1,Factor2,Factor3,Class
86131,1137.663,413.0687207,266.268225,1.551325626,0.764511581,87730,331.1576592,0.695418029,0.981773624,0.836261467,0.801701128,0.004795819,0.00122206,0.642724698,0.997075294,0.01320852,1.25012,0.10651,-0.5153,BARBUNYA
73711,1037.428,410.799255,230.5628826,1.781723278,0.827643351,75070,306.3523463,0.791799598,0.981896896,0.860649333,0.745747084,0.005573107,0.00106327,0.556138713,0.99088529,0.014074263,0.75433,-0.51565,-0.64088,CALI
27770,610.656,224.8720126,157.3307031,1.429295161,0.7144901,28076,188.0368638,0.737935799,0.989101012,0.935820353,0.83619505,0.00809766,0.002442135,0.699222162,0.999394852,0.021989773,-1.04465,0.4048,0.49608,DERMASON
44906,792.367,304.5003544,188.3417788,1.616743541,0.785763318,45335,239.1152337,0.723601734,0.990537113,0.898796714,0.78527079,0.006780839,0.001590527,0.616650213,0.996965249,0.017645014,-0.25246,-0.39619,0.76643,SIRA
29900,633.483,229.6930655,166.0738338,1.383077998,0.690821842,30267,195.1149979,0.732681516,0.987874583,0.936291591,0.84945968,0.007682042,0.002467332,0.721581747,0.998003838,0.021186722,-0.90073,0.68351,0.09136,DERMASON
42703,746.486,257.2201771,211.6061074,1.215561216,0.568526031,43082,233.1762172,0.780105955,0.991202823,0.96299696,0.906523819,0.006023469,0.002509246,0.821785434,0.998930501,0.01748088,0.06483,1.72473,0.51476,SEKER
42909,766.442,281.3716377,195.024723,1.442748558,0.720820802,43341,233.7379636,0.734994861,0.990032533,0.917909081,0.830709042,0.006557404,0.001926227,0.690077512,0.995608335,0.017862034,-0.22194,0.39208,0.30992,SIRA
41034,742.96,272.1691928,192.3046239,1.415302385,0.707650355,41427,228.5740831,0.780499867,0.990513433,0.934163411,0.839823497,0.006632773,0.002035293,0.705303505,0.998217733,0.018105961,-0.2123,0.56632,0.72328,SEKER
52772,903.547,361.5211964,186.6833667,1.936547443,0.856357806,53505,259.2130345,0.642957223,0.986300346,0.812291523,0.717006464,0.006850625,0.001116869,0.514098269,0.995575688,0.017121712,-0.25315,-1.52035,0.11383,HOROZ
35316,682.911,237.7766302,189.2416271,1.256471073,0.605454602,35637,212.0512385,0.76056338,0.990992508,0.951597201,0.891808578,0.00673283,0.002627024,0.79532254,0.999299765,0.019337156,-0.38443,1.39383,0.50474,SEKER
47057,902.586,374.1129742,161.2226373,2.320474224,0.902377529,47847,244.7750667,0.772692939,0.983489038,0.725866769,0.654281149,0.007950209,0.000898702,0.428083822,0.993357475,0.019180696,-0.59056,-2.36772,-0.14542,HOROZ
50666,820.94,282.8244455,228.4612972,1.237953426,0.589477451,51147,253.9880997,0.773845707,0.990595734,0.944721173,0.898041537,0.005582135,0.002239576,0.806478602,0.998382948,0.016202976,0.3901,1.5838,0.43049,SEKER
52486,869.965,335.8171369,199.6001234,1.682449545,0.804190626,53143,258.5096724,0.739697841,0.98763713,0.871464657,0.769792974,0.006398223,0.00138591,0.592581223,0.996988008,0.016575182,0.0301,-0.5426,0.47105,SIRA
29208,639.59,243.6528461,153.4431973,1.587902562,0.7767885,29560,192.8439281,0.805493505,0.988092016,0.897239437,0.791470041,0.00834199,0.002019237,0.626424826,0.994701586,0.021897768,-1.0345,-0.17068,0.17147,DERMASON
29731,646.591,245.068729,154.8507501,1.582612476,0.775077139,30058,194.5628045,0.713795256,0.989121033,0.893634795,0.793911183,0.008242869,0.002019974,0.630294966,0.997512677,0.021748041,-1.07993,-0.33811,0.42593,DERMASON
64332,987.745,341.3003618,240.4800297,1.419246173,0.709605304,65485,286.1993124,0.782970644,0.982392914,0.828604404,0.838555549,0.005305297,0.001618143,0.703175409,0.997979008,0.015353867,0.69562,0.69326,-0.55763,BARBUNYA
26516,602.063,221.3319657,152.8388492,1.448139442,0.723293026,26810,183.7422645,0.728461538,0.989033943,0.91925076,0.830165963,0.00834711,0.002445545,0.689175526,0.998022262,0.022705649,-1.16801,0.28454,0.29846,DERMASON
32323,649.59,217.3714574,189.591319,1.146526426,0.489149967,32615,202.8667587,0.784843629,0.991047064,0.962593368,0.933272294,0.006724978,0.003147053,0.870997175,0.998621278,0.020096835,-0.41316,2.229,0.15761,SEKER
38814,717.913,254.3454882,194.5432979,1.307397844,0.644175028,39196,222.305015,0.745992697,0.990254108,0.946356197,0.874027751,0.006552932,0.002358937,0.763924509,0.998753256,0.018496238,-0.27579,1.094,0.45962,SEKER
45339,765.979,262.8302917,219.8376812,1.195565247,0.548082243,45690,240.2652861,0.759142053,0.992317794,0.971064493,0.9141461,0.005797002,0.002497156,0.835663092,0.999089751,0.016894484,0.20144,1.82167,0.63187,SEKER
27837,612.74,217.883703,163.5326906,1.332355642,0.66081326,28153,188.2635631,0.751457726,0.988775619,0.93170801,0.864055276,0.007827126,0.002691214,0.74659152,0.994725424,0.022011711,-0.977,0.97544,-0.24852,DERMASON
69495,1013.931,396.3114601,226.131356,1.7525719,0.821235077,70728,297.4622365,0.737472674,0.982567017,0.849467212,0.750576924,0.005702733,0.001116461,0.563365718,0.987338927,0.014589985,0.53719,-0.51346,-1.13236,CALI
40418,780.121,316.1365416,163.8126042,1.929867016,0.855277392,40814,226.8519251,0.651398917,0.990297447,0.834566112,0.717575779,0.007821677,0.001279236,0.514914999,0.993717472,0.019301326,-0.78401,-1.60984,0.45678,HOROZ
44231,770.329,284.9667292,197.9305875,1.439730629,0.719420906,44659,237.3113109,0.737183333,0.990416265,0.936664643,0.832768483,0.006442692,0.001911368,0.693503347,0.99845801,0.017416043,-0.12907,0.40465,0.73295,SIRA
73480,1069.283,413.7832999,230.2004051,1.797491624,0.830960897,75618,305.8719368,0.771848739,0.971726309,0.807595122,0.739208027,0.005631237,0.001037171,0.546428507,0.982200665,0.014552028,0.53411,-0.32147,-3.1543,CALI
83749,1109.583,440.1503488,243.96224,1.804174075,0.832336771,84500,326.5463805,0.809638438,0.991112426,0.854810613,0.741897357,0.005255589,0.000982147,0.550411689,0.993038499,0.01324891,1.24254,-0.7906,0.96569,CALI
43629,792.654,295.0560665,189.2264858,1.559274671,0.767270323,44322,235.6908316,0.766321817,0.984364424,0.87260523,0.798800155,0.006762843,0.001698485,0.638081687,0.994944613,0.018168053,-0.31308,0.02309,-0.40033,SIRA
57103,919.308,354.5460499,205.552263,1.724846249,0.814786004,57779,269.6401263,0.676639966,0.988300247,0.849076284,0.760522156,0.006208887,0.001281271,0.57839395,0.997640635,0.016099119,0.13284,-0.8156,0.53746,BARBUNYA
30408,645.421,243.0580856,159.9605066,1.519488096,0.75291622,30696,196.7655155,0.812179487,0.99061767,0.917300303,0.809541123,0.007993228,0.002117667,0.655356829,0.9958069,0.021225368,-0.85861,0.08334,0.60211,DERMASON
85716,1121.69,433.0923442,252.959551,1.712101173,0.8116978,86374,330.358897,0.807042651,0.992381967,0.856103089,0.762790895,0.005052643,0.001055165,0.58184995,0.996185982,0.013086122,1.39518,-0.55329,1.36524,CALI
48924,872.833,364.5109008,171.2664204,2.128326732,0.882744848,49469,249.5835962,0.763840749,0.988982999,0.806992514,0.684708182,0.007450554,0.001010161,0.468825294,0.997813407,0.017840589,-0.32649,-1.97949,1.13257,HOROZ
33221,672.871,249.4068717,169.8964237,1.467993653,0.732095644,33567,205.665483,0.76111162,0.989692257,0.922059492,0.82461835,0.007507506,0.002141349,0.679995423,0.998228966,0.020254387,-0.70963,0.25933,0.57997,DERMASON
34920,711.383,260.898178,171.1994101,1.523943206,0.754593593,35508,210.8590166,0.75745087,0.983440351,0.867115868,0.808204252,0.007471311,0.001966351,0.653194112,0.99543073,0.020371793,-0.76124,0.12338,-0.63495,DERMASON
40591,727.926,252.6683515,204.9644805,1.232742136,0.584769283,40944,227.3369006,0.795434058,0.991378468,0.962642765,0.899744266,0.006224738,0.002516386,0.809539745,0.997953755,0.017933187,-0.04217,1.63052,0.49327,SEKER
65897,983.841,351.7480768,239.8023731,1.466824837,0.731590198,66806,289.6595696,0.8185556,0.986393438,0.855511148,0.823485866,0.005337847,0.001514155,0.678128972,0.994696418,0.014929982,0.79093,0.50308,-0.11222,BARBUNYA
27566,619.27,228.538443,154.2331696,1.48177233,0.737938918,27870,187.344926,0.768390244,0.989092214,0.903282368,0.819752351,0.008290591,0.002309383,0.671993917,0.995741992,0.022464993,-1.08909,0.18909,0.16541,DERMASON
160568,1505.45,542.6695257,380.3112274,1.426909033,0.713342556,162914,452.1521063,0.805809408,0.985599764,0.890299624,0.833199737,0.003379687,0.001004738,0.694221802,0.990591361,0.009375778,3.6161,1.05605,-0.14872,BOMBAY
37596,713.253,245.9617179,195.3238555,1.259250783,0.607757083,38139,218.7891997,0.771120911,0.985762605,0.928676147,0.889525417,0.006542231,0.002526615,0.791255468,0.996389067,0.018971513,-0.33765,1.52526,-0.54896,SIRA
33096,672.63,254.9744645,165.7613652,1.538202006,0.759840388,33371,205.2781917,0.793802317,0.991759312,0.919248448,0.805093138,0.007704087,0.001996574,0.64817496,0.997024024,0.020323604,-0.71067,-0.0457,0.91665,DERMASON
45656,771.851,271.8282641,213.9350916,1.270610923,0.616923676,45988,241.1037633,0.75524383,0.992780725,0.96303214,0.886970912,0.005953834,0.002273076,0.786717399,0.99961172,0.016905796,0.14496,1.29769,0.93012,SEKER
50599,893.763,358.0119924,180.4795517,1.983670665,0.863635988,51246,253.820109,0.745638078,0.987374624,0.795988978,0.708970969,0.007075476,0.001102679,0.502639834,0.997071894,0.017663649,-0.22261,-1.58238,0.61355,SIRA
42588,765.436,280.882102,193.9428884,1.448272243,0.723353474,43076,232.8620315,0.817977528,0.988671186,0.91343856,0.82903834,0.006595334,0.00192183,0.687304569,0.99540413,0.017973044,-0.15746,0.51557,0.254,SIRA
37264,693.036,239.7435958,198.1640344,1.209823955,0.562839014,37541,217.8210238,0.783499085,0.992621401,0.974962127,0.908558258,0.006433652,0.00270426,0.825478108,0.998683189,0.018598003,-0.18477,1.73866,0.66274,SEKER
69963,1080.634,379.312389,236.9762145,1.600634856,0.780823158,71325,298.4621555,0.78246136,0.980904311,0.752871804,0.786850533,0.005421614,0.001281968,0.619133761,0.991007079,0.015445793,0.72054,-0.05233,-1.38354,BARBUNYA
36125,718.771,269.1317271,171.4965849,1.569312457,0.770680521,36539,214.4662644,0.693351503,0.988669641,0.878691908,0.796882132,0.007450013,0.001853161,0.635021132,0.996546572,0.019896775,-0.73203,-0.27785,0.20542,SIRA
34794,671.293,236.6108792,187.4231531,1.262442101,0.610371182,35052,210.4782571,0.784974619,0.992639507,0.970264152,0.889554436,0.006800336,0.002626638,0.791307094,0.99897939,0.019293355,-0.36819,1.37837,0.81002,SEKER
21961,551.696,204.7763134,136.7099579,1.49788879,0.744514487,22267,167.2172648,0.780419332,0.986257691,0.906697265,0.816584995,0.009324544,0.002557484,0.666811053,0.998808802,0.025121625,-1.51388,0.14692,0.1146,DERMASON
67960,1003.526,352.4252564,246.5565136,1.429389357,0.714535246,68906,294.1587317,0.71730893,0.986271152,0.848019768,0.834669838,0.005185775,0.001552574,0.696673739,0.995818028,0.014766421,0.77768,0.51398,-0.28165,BARBUNYA
30366,654.369,246.9602547,158.0526369,1.562519041,0.768381404,30808,196.6295807,0.767787611,0.985653077,0.891152475,0.796199295,0.008132788,0.002016074,0.633933318,0.99053288,0.021549397,-1.04914,-0.02127,-0.73697,DERMASON
23510,558.79,190.2826321,158.4491421,1.200906673,0.553718121,23901,173.0140506,0.808904487,0.983640852,0.946161434,0.909247726,0.008093689,0.003412363,0.826731428,0.992827288,0.023768184,-1.16342,2.05095,-1.4066,DERMASON
55773,968.988,347.9202426,204.4911912,1.701394767,0.809040374,57047,266.4814987,0.765376698,0.977667537,0.746443726,0.765926974,0.006238148,0.001324296,0.58664413,0.998113252,0.017373783,0.07779,-0.49664,-1.05086,BARBUNYA
30103,649.08,242.802559,158.7150349,1.529801881,0.756771578,30544,195.7762243,0.70863936,0.985561812,0.897890109,0.80631862,0.008065726,0.002103052,0.650149717,0.994600261,0.021561971,-1.08901,0.00016,-0.46379,DERMASON
85681,1126.8,439.1739956,250.0541417,1.756315623,0.822078792,86751,330.2914432,0.782760826,0.987665848,0.848009493,0.752074227,0.005125687,0.00101152,0.565615643,0.993399589,0.013151107,1.26134,-0.59649,0.40568,CALI
58608,964.516,407.9653242,183.4402091,2.223968923,0.893206561,59182,273.1703191,0.776717557,0.990301105,0.791676753,0.669592004,0.006960915,0.000863152,0.448353452,0.997124144,0.016457071,0.07725,-2.19102,1.37794,HOROZ
33896,695.663,257.4012325,168.242884,1.529938304,0.756821921,34357,207.7443804,0.725731169,0.986582065,0.880157724,0.807083861,0.007593853,0.001987543,0.651384358,0.99657788,0.020523454,-0.81501,-0.02576,-0.09815,DERMASON
34680,669.575,231.2624473,191.2410961,1.20927171,0.56228427,34941,210.1331659,0.77594308,0.992530265,0.972054226,0.908635052,0.006668467,0.002803908,0.825617658,0.998396077,0.019307238,-0.33823,1.72608,0.57145,SEKER
46841,833.57,295.6766049,202.56788,1.459642096,0.728449546,47465,244.21264,0.703571858,0.986853471,0.847133527,0.82594509,0.006312346,0.001812071,0.682185291,0.995746368,0.017795735,-0.12843,0.26171,-0.32044,SEKER
59787,1036.442,352.5588679,216.6008809,1.627688985,0.789019632,61185,275.9042817,0.694100028,0.977151263,0.699401595,0.782576491,0.005896915,0.001364306,0.612425964,0.996838996,0.017335575,0.19476,-0.36284,-1.61834,BARBUNYA
65284,1020.755,383.2241247,222.1171221,1.725324555,0.814900344,67271,288.3091577,0.721210782,0.970462755,0.787360436,0.752325178,0.005870108,0.001159974,0.565993173,0.976521919,0.015635607,0.15823,-0.13329,-4.24428,BARBUNYA
64380,979.195,343.5301553,239.1536556,1.436441163,0.717881852,65278,286.3060633,0.796506161,0.986243451,0.843766856,0.83342338,0.005335976,0.001588021,0.694594531,0.997744176,0.015209615,0.747,0.559,0.05192,BARBUNYA
36287,697.326,256.3527668,180.7023551,1.418646518,0.70930945,36609,214.9466058,0.768206453,0.991204349,0.937754619,0.838479758,0.00706459,0.002153957,0.703048305,0.997377029,0.019216965,-0.47443,0.50807,0.68443,DERMASON
43220,747.775,252.0251914,218.8593068,1.15153975,0.495859954,43537,234.5834886,0.77958153,0.992718837,0.971298557,0.930793812,0.005831217,0.002699932,0.86637712,0.997667692,0.017301596,0.17082,2.1788,0.41741,SEKER
83589,1101.208,416.8628541,256.9779746,1.622173475,0.787388668,85079,326.2343028,0.727772167,0.982486865,0.866204186,0.782593842,0.004987054,0.001153904,0.612453122,0.99350521,0.013174078,1.14045,-0.06301,-0.5537,CALI
32698,653.049,225.0141906,185.1437243,1.215348733,0.568317852,32994,204.0401594,0.767684831,0.991028672,0.963472928,0.906787962,0.006881589,0.002870063,0.822264408,0.999338006,0.019972139,-0.4823,1.68476,0.42385,SEKER
45238,790.656,295.9579903,195.1976664,1.516196355,0.751664921,45667,239.9975219,0.738736385,0.990605908,0.909364756,0.810917528,0.006542243,0.001745071,0.657587237,0.997031372,0.017477696,-0.14522,0.0415,0.67734,SIRA
29475,635.407,237.0339181,159.3031469,1.487942472,0.740488533,29797,193.7233481,0.765028032,0.989193543,0.917402011,0.817281128,0.008041863,0.002213208,0.667948443,0.993868857,0.021557489,-0.98323,0.20335,0.04142,DERMASON
37547,726.746,273.3386808,175.2736647,1.559496581,0.767346591,38006,218.646576,0.700516801,0.98792296,0.893346225,0.799910848,0.007279907,0.001838535,0.639857365,0.997855373,0.019355634,-0.63931,-0.1927,0.29464,DERMASON
35996,686.723,235.3434819,194.8065986,1.208087835,0.561090618,36312,214.0829994,0.779134199,0.991297643,0.95918178,0.909661902,0.006538045,0.002761517,0.827484777,0.999674292,0.019077759,-0.26878,1.74308,0.51558,SEKER
34395,665.156,231.7171471,189.1898259,1.224786513,0.577389526,34638,209.2679482,0.791235335,0.992984583,0.97691809,0.903118094,0.006736943,0.002764527,0.815622291,0.998963182,0.019338741,-0.34106,1.63164,0.78077,SEKER
77878,1093.529,427.3748936,233.5378483,1.830002703,0.837493504,78711,314.8925996,0.800793822,0.989416981,0.818397029,0.7368065,0.005487749,0.000997672,0.542883819,0.993478855,0.014041565,1.00087,-0.91895,0.65566,CALI
35985,699.379,261.7911116,175.5434374,1.491318134,0.741866384,36351,214.0502862,0.714158133,0.989931501,0.924498467,0.817637715,0.007275007,0.002005658,0.668531433,0.996993049,0.019435292,-0.6348,0.10993,0.46352,DERMASON
39314,734.483,274.4533864,182.5345882,1.503569209,0.746768449,39655,223.7322942,0.787067067,0.991400832,0.915785158,0.815192325,0.00698106,0.001901698,0.664538527,0.999179667,0.01868248,-0.34333,0.10627,1.06343,DERMASON
51617,904.819,367.369214,179.8615646,2.042510944,0.871950827,52444,256.3606943,0.623055103,0.984230799,0.792280926,0.697828464,0.007117214,0.001041081,0.486964565,0.994630454,0.017529477,-0.41694,-1.81254,-0.25509,HOROZ
34106,677.755,247.0114035,176.3006734,1.401080318,0.700415885,34447,208.3869188,0.71905043,0.990100734,0.933029105,0.843632787,0.007242462,0.002262975,0.711716279,0.997171671,0.019872017,-0.65868,0.53696,0.34819,DERMASON
41931,747.385,261.5048843,204.451655,1.279054867,0.623495059,42345,231.0588829,0.779966518,0.990223167,0.943314107,0.883573871,0.006236553,0.002344746,0.780702785,0.998561697,0.017824164,-0.0514,1.31738,0.44619,SEKER
61355,968.9,371.1537468,212.8814491,1.743476232,0.819158825,62711,279.4988592,0.686113348,0.978376999,0.82130017,0.753054123,0.006049283,0.00120002,0.567090511,0.988708828,0.015791704,0.12381,-0.53988,-1.80476,CALI
49207,848.51,334.3219707,188.0838571,1.777515496,0.826740811,49790,250.3044112,0.780035826,0.988290821,0.858860881,0.748692677,0.006794195,0.001316837,0.560540725,0.996369824,0.017243685,-0.1193,-0.84906,0.64723,SIRA
46597,808.28,306.109804,194.3879033,1.574736899,0.772490176,47143,243.575744,0.730681177,0.988418217,0.896280928,0.795713632,0.006569303,0.001624524,0.633160185,0.997060706,0.017346181,-0.16183,-0.16634,0.43472,SIRA
25340,588.451,213.2593484,151.9092117,1.403860543,0.701853353,25607,179.6215189,0.714608009,0.989573164,0.919593439,0.842267972,0.008415917,0.002612657,0.709415337,0.995920201,0.023222218,-1.23882,0.48183,0.01884,DERMASON
66877,1003.152,391.0431802,219.5216171,1.781342473,0.827561975,67627,291.8054849,0.805844078,0.988909755,0.835128222,0.746223179,0.0058472,0.001118414,0.556849032,0.991938832,0.014999955,0.61761,-0.74901,0.34981,CALI
36132,715.089,268.4672703,171.8213196,1.562479388,0.768367876,36545,214.4870421,0.757484277,0.988698864,0.887936013,0.79893181,0.00743018,0.001867317,0.638292037,0.99731815,0.019791016,-0.64097,-0.15224,0.43083,DERMASON
179180,1624.796,619.7963023,372.5204849,1.663791194,0.79922123,181677,477.6390495,0.800911854,0.986255828,0.852907069,0.770638753,0.003459071,0.000752563,0.593884088,0.988099115,0.009067954,3.90632,0.10608,0.03807,BOMBAY
25993,607.719,224.0804819,148.2317481,1.511690207,0.749935287,26340,181.9211793,0.708796902,0.98682612,0.88442425,0.811856427,0.008620801,0.002310172,0.659110857,0.996371428,0.023380102,-1.32116,-0.01567,-0.20706,DERMASON
72624,1080.984,378.0504781,246.5251457,1.533516904,0.758136538,73969,304.0851011,0.725072633,0.981816707,0.781000834,0.804350526,0.005205586,0.001344098,0.646979769,0.992154413,0.014884666,0.80829,0.14285,-1.25489,BARBUNYA
41781,737.016,257.8640068,206.6063767,1.248093166,0.598366881,42107,230.6452285,0.772391992,0.992257819,0.966573451,0.894445221,0.006171801,0.002436726,0.800032253,0.998514787,0.01763998,-0.01154,1.47949,0.69387,SEKER
32105,695.762,253.9301786,161.7862199,1.569541453,0.770757383,32716,202.1814917,0.716933521,0.981324123,0.833414644,0.796208993,0.007909365,0.001960784,0.63394876,0.995008858,0.021671453,-1.04032,-0.1308,-1.0922,DERMASON
